id	filename	md5	size	state
8bac1683-ef32-42e5-a8e8-3ec9e06a118f	b83dfc80-dfbf-4ff9-b790-706313091a98.rna_seq.augmented_star_gene_counts.tsv	d908b1c1e293f3da85cb00b84afd663d	4224475	released
235852e4-8dda-4775-be35-bd696c4aaa93	9b2ce828-f1c9-4a2b-9c9d-6f3b5fb4f430.rna_seq.augmented_star_gene_counts.tsv	64ab83a62be3d826b1a32bea8c4697ae	4228674	released
6199de09-65a3-4c67-8e67-efa3cd422e92	f585879b-3081-4cc3-b5a3-86d7285e47a0.rna_seq.augmented_star_gene_counts.tsv	9a96c25ef44ea12ca24d3632dc07fb82	4230233	released
c7443c08-d46a-4920-86d3-ff3f950cdedd	4f807929-42d6-4b7a-96ff-245c8159b2c3.rna_seq.augmented_star_gene_counts.tsv	3e97462c680a157e2c4567bb08a76d56	4225097	released
8cb1523d-bc7d-4b9f-8e54-7de80b5d2d06	7e6594fa-a685-404c-8d9e-1c3d92438d5d.rna_seq.augmented_star_gene_counts.tsv	4c2b66f36be392a5b9358161cf6cc352	4234612	released
fd9f6a9a-12e3-4175-830d-852c2e7a0b91	8a838947-9f4b-447d-b022-3a3187449754.rna_seq.augmented_star_gene_counts.tsv	0aac2c79dd5861135df764d5593695e0	4215911	released
3b2eaf74-911b-4e25-8f1f-a9bc42618a08	527db8a7-a9f5-44b4-a53c-5670a7cf64cc.rna_seq.augmented_star_gene_counts.tsv	8e2b80239b86cfab2cd0ec4ea6a8e084	4218621	released
8a71c3e3-050b-44b3-9cc7-b71809cc3329	878838c1-9214-4dd2-ba8c-410e6b5c649c.rna_seq.augmented_star_gene_counts.tsv	70efe8cfdb2f8f47a645fa51f5ca64d8	4222707	released
2c49a1c5-00c7-4a6d-87c2-ffd42a9fcb53	bf7c1e78-c092-40fe-94c9-d5c6904a1fc5.rna_seq.augmented_star_gene_counts.tsv	7f1897ad3c5d240f4f8e1972a8446fee	4224187	released
a1879c04-1d2f-4318-90a7-7a66054a17ec	666ab7a7-788a-46f8-89e3-54c0da9cd952.rna_seq.augmented_star_gene_counts.tsv	da8975f7af8369de9bb239a989bac98a	4276278	released
d3e42e36-2827-49a3-947d-7a80adedb6f8	93660bb0-2241-4d4a-bc02-1aa78c9f787f.rna_seq.augmented_star_gene_counts.tsv	2e8618c69aab4fef66997430b9aeb545	4221999	released
a90d861e-59b5-477f-8591-62e2f8a3c83e	4ccadd34-9e7f-48b9-99b8-82b8021d3e36.rna_seq.augmented_star_gene_counts.tsv	dec1617fcee06d7d916ba79026eea12f	4215221	released
de2bf9a3-8a19-4b0c-9b5d-336f9c74c1b0	5439e4c0-f1b6-4145-baad-d4edc53e73cc.rna_seq.augmented_star_gene_counts.tsv	61017342f1f988cb008410ce17534620	4222501	released
fa093b6e-75b0-4726-8463-5ad2f0d385ac	0d13f68e-51db-4b34-aa02-1f4ce61cccf0.rna_seq.augmented_star_gene_counts.tsv	bfaf7581304ffc13f1f38e7a41d23700	4231971	released
0189e199-26a6-418c-84dc-ca7229a537a5	f2f5bf4f-c210-4567-8828-a05487f95ba6.rna_seq.augmented_star_gene_counts.tsv	bc34dc69f64e5e0f1b0caeb4bf72c0aa	4218721	released
72bdf6fc-c26f-4bbd-9815-669458739813	ba67d902-29a0-492a-9cba-cc09ecb65ec8.rna_seq.augmented_star_gene_counts.tsv	ae8b641df5cb4ccc7f1b4c7a9aef559a	4237774	released
1cf6b5f7-0faa-4908-b318-122b145b4355	033cd9d6-152c-404d-9909-b39f0a20e0a0.rna_seq.augmented_star_gene_counts.tsv	02f00880920c98ba51eab7cacb0969ab	4216046	released
efbaf434-0de5-4346-bdcf-c25bdc4ada92	77383b5a-7c4a-4d39-952d-0f96aee3b89b.rna_seq.augmented_star_gene_counts.tsv	e938380309392b956bcd1b95c0a87d01	4235423	released
75bc1ce6-4d79-4e99-9d79-ec9fe5546066	093b506b-5318-4dd6-90cc-fc51a711b534.rna_seq.augmented_star_gene_counts.tsv	6fdf8bfbfd1492ff294399c0779b3d8c	4213797	released
599727f8-e618-46b0-b623-26605b8ba1ee	dbff5a92-3a67-43ee-8209-27177d8d1a43.rna_seq.augmented_star_gene_counts.tsv	b9cb2c1c5a08d07c61b45b3c8bc26357	4211657	released
a1121e51-a483-4a30-8ea4-58f4cc87938e	e7fd4fc7-3169-45fc-8932-395adf37d925.rna_seq.augmented_star_gene_counts.tsv	be8fc47929c3aab68bd708bb3c2e0d43	4224834	released
